,Age_of_Car,Mileage,MPG,Resale_Price
20493,6,38912,19,534841
20494,2,32898,30,406395
20495,6,35958,23,475404
20496,2,41308,21,586890
20497,4,34553,18,652991
20498,5,31007,27,357613
20499,6,38996,23,445338
20500,3,34630,29,387654
20501,7,32331,30,295542
20502,2,34459,32,355204
20503,2,36698,23,505983
20504,2,33613,22,582017
20505,2,33856,26,491046
20506,6,30101,18,580492
20507,2,32862,27,453944
20508,8,34540,28,285678
20509,8,35071,31,304358
20510,6,38378,24,436000
20511,5,34092,20,612952
20512,3,36724,29,329779
20513,3,33888,24,486397
20514,8,37440,24,389933
20515,2,36800,26,417746
20516,3,40709,33,211389
20517,2,34995,20,620455
20518,3,39798,32,243913
20519,3,35168,19,620887
20520,2,30786,26,450320
20521,8,30819,18,649152
20522,2,39836,22,515406
20523,2,34262,20,643267
20524,7,34671,23,478433
20525,3,36573,33,299812
20526,3,37613,29,351868
20527,2,30870,20,576725
20528,5,37749,22,516766
20529,2,31339,27,376150
20530,2,37419,25,527247
20531,5,40267,23,463958
20532,6,34580,22,485299
20533,5,35002,31,321061
20534,6,41122,29,311327
20535,8,35333,32,264953
20536,6,38911,33,230146
20537,6,41317,23,445225
20538,4,37035,32,263530
20539,3,35211,26,389494
20540,2,39514,32,323002
20541,3,35101,25,515469
20542,3,30001,27,389076
20543,6,37993,23,494863
20544,2,33475,20,552337
20545,2,39386,30,292224
20546,8,40591,33,170382
20547,6,41844,32,264124
20548,5,30737,32,242040
20549,2,33423,21,596028
20550,4,39941,32,221081
20551,2,33235,32,273242
20552,3,30505,23,491683
20553,3,32356,30,324130
20554,8,34941,27,394772
20555,3,30417,25,483242
20556,4,32799,27,383678
20557,6,32943,30,306420
20558,7,34791,29,356126
20559,3,35562,20,558158
20560,5,40258,33,254015
20561,4,34709,27,390893
20562,2,32028,30,327923
20563,3,31487,25,419490
20564,8,34987,28,293293
20565,2,39667,20,597422
20566,8,36379,28,290053
20567,2,36534,33,259562
20568,8,33507,18,622692
20569,7,31679,23,469242
20570,2,30114,23,476358
20571,3,37651,22,540864
20572,2,38207,26,396403
20573,8,41689,28,318050
20574,4,37216,23,555277
20575,7,39171,32,279140
20576,7,32162,19,625717
20577,8,32186,21,468930
20578,2,38193,32,256507
20579,6,40037,29,337976
20580,4,39264,28,387470
20581,6,35833,27,335833
20582,8,36529,33,261294
20583,2,30874,21,572261
20584,2,39101,31,374549
20585,7,31387,26,358664
20586,2,33891,21,604385
20587,3,31762,33,289825
20588,2,36225,24,549664
20589,7,31438,26,439165
20590,3,39669,30,366606
20591,6,35788,20,567036
20592,8,37589,27,355946
20593,4,32971,30,305456
20594,8,30403,23,494110
20595,2,35608,22,541890
20596,6,40760,25,426790
20597,3,33581,22,540600
20598,3,38522,19,640192
20599,4,41993,27,372021
20600,2,41790,25,506501
20601,4,36253,23,488327
20602,3,40489,20,631879
20603,3,30624,26,497522
20604,6,34799,28,343644
20605,6,37354,23,465925
20606,3,34738,20,566267
20607,4,34444,24,449316
20608,4,38605,25,452801
20609,7,31752,27,416116
20610,2,38942,19,632138
20611,2,33086,18,643660
20612,2,37963,31,308532
20613,3,41909,27,385575
20614,2,39373,31,265859
20615,8,41572,23,421704
20616,7,38526,28,322228
20617,3,41483,22,483322
20618,2,38927,30,322948
20619,7,40457,18,562869
20620,7,34958,19,554554
20621,2,38403,33,304142
20622,4,31292,24,529799
20623,2,38114,23,481896
20624,3,31351,24,491058
20625,3,30845,19,672229
20626,3,31522,21,604059
20627,2,34269,28,417576
20628,2,36962,28,351788
20629,7,30737,19,525265
20630,2,36174,28,384133
20631,6,41423,33,235182
20632,8,34979,21,563392
20633,2,39539,20,605148
20634,6,31810,18,657055
20635,2,31033,20,617698
20636,6,40003,31,300281
20637,4,39374,28,381864
20638,3,31228,26,445945
20639,2,41060,27,408684
20640,2,31383,19,659653
20641,7,34289,29,271940
20642,3,36380,30,306575
20643,7,30784,28,399418
20644,6,37062,22,479932
20645,2,33156,20,589347
20646,5,33791,22,475760
20647,3,35646,32,259046
20648,4,32788,18,631713
20649,2,40176,33,306542
20650,2,32046,29,366895
20651,7,31372,23,493949
20652,8,39445,30,285700
20653,2,31831,19,681997
20654,2,33110,18,605594
20655,3,34503,33,222749
20656,6,32126,27,369103
20657,3,38258,29,356279
20658,3,40852,31,296366
20659,2,37376,32,246508
20660,3,41957,22,559222
20661,4,31188,32,326654
20662,6,30955,23,522123
20663,2,30328,28,431696
20664,6,35235,31,250089
20665,6,30713,23,500588
20666,8,33004,28,317908
20667,2,40961,22,574669
20668,6,38109,20,587949
20669,4,35282,22,490217
20670,4,38404,21,578336
20671,5,31706,28,384822
20672,2,34639,27,474759
20673,3,39840,24,475171
20674,2,34042,18,638252
20675,2,41276,24,508571
20676,4,37842,31,262648
20677,4,36340,22,573638
20678,5,36295,31,267665
20679,5,32772,33,230539
20680,2,39663,26,485172
20681,4,41343,28,424660
20682,7,30705,27,401660
20683,4,38134,27,410564
20684,3,39378,19,565445
20685,7,31721,33,212092
20686,6,40923,20,526395
20687,2,36133,30,314399
20688,2,31728,27,403327
20689,3,39281,30,342903
20690,7,40540,24,408770
20691,2,30075,23,577809
20692,7,38626,19,525886
20693,2,31607,29,424061
20694,2,32540,28,368536
20695,7,41578,20,565226
20696,3,41596,20,583621
20697,6,41564,32,216441
20698,2,39323,27,443968
20699,4,30629,18,634606
20700,8,30879,29,286503
20701,6,33974,26,464450
20702,2,38130,29,401568
20703,7,32724,23,452890
20704,5,41046,29,302377
20705,6,39552,22,485268
20706,4,31697,19,643650
20707,3,30597,32,273144
20708,6,41051,33,180367
20709,3,34989,25,423000
20710,6,34975,31,271130
20711,7,32310,24,404604
20712,6,40158,24,505232
20713,2,41644,21,590812
20714,2,39004,30,341860
20715,5,30546,18,607431
20716,8,35434,27,321695
20717,2,30452,25,430098
20718,6,35686,18,648124
20719,2,30947,26,424243
20720,3,31925,20,557628
20721,6,34612,28,309628
20722,2,40192,24,524357
20723,3,40064,29,349027
20724,2,40332,25,521558
20725,2,35876,31,300565
20726,4,41441,25,470858
20727,3,31025,32,302130
20728,2,41501,18,649223
20729,6,40968,24,455963
20730,4,37255,25,399924
20731,2,40597,20,606819
20732,5,34444,23,461673
20733,6,31283,32,235909
20734,5,35539,21,522866
20735,3,34055,22,523593
20736,3,30144,24,510896
20737,2,40683,19,588698
20738,3,36301,28,369494
20739,6,35923,32,255137
20740,4,32621,21,551341
20741,6,36208,27,360411
20742,8,40264,23,420214
20743,2,31601,22,527175
20744,3,33165,18,606624
20745,2,33411,20,586066
20746,3,34116,23,491315
20747,3,41394,27,356484
20748,6,33444,23,482955
20749,5,35415,31,308503
20750,4,41570,20,557944
20751,8,38251,20,526622
20752,3,37830,27,386503
20753,2,30719,22,551707
20754,2,35207,33,267838
20755,6,30375,29,315798
20756,6,39926,20,553764
20757,6,40795,18,630648
20758,8,33374,31,242913
20759,3,40362,24,507858
20760,4,36847,24,526233
20761,2,39856,31,356043
20762,2,40649,29,391141
20763,8,34701,33,221389
20764,3,39862,22,531434
20765,3,34725,22,527730
20766,3,31536,30,361514
20767,2,38893,20,552082
20768,4,41378,31,281164
20769,7,33832,33,216233
20770,5,33073,21,557863
20771,2,41189,24,489669
20772,3,34409,30,375114
20773,2,40681,28,396347
20774,2,40734,32,337904
20775,4,30588,20,564303
20776,3,40598,19,560258
20777,4,31320,20,604903
20778,2,35731,33,323443
20779,4,34389,19,589857
20780,3,35137,19,585720
20781,8,32613,25,371788
20782,5,31263,29,397687
20783,3,40688,22,511010
20784,7,41306,28,371519
20785,8,34667,28,303348
20786,6,33467,27,387797
20787,6,36270,32,242226
20788,3,31671,31,340262
20789,3,34602,33,229875
20790,7,37411,20,599836
20791,8,40244,32,271357
20792,6,31423,24,413213
20793,6,32119,19,592664
20794,5,41114,26,419931
20795,6,34173,25,416073
20796,6,41285,33,200160
20797,3,38421,22,528935
20798,8,35212,33,179354
20799,6,35281,24,480070
20800,4,39886,31,306890
20801,2,37378,18,663144
20802,2,33592,25,432133
20803,6,31444,19,588657
20804,7,41898,27,414752
20805,2,31827,25,525997
20806,6,30326,29,310246
20807,3,33286,30,291106
20808,2,33742,32,314758
20809,3,39004,31,328912
20810,2,38765,23,546047
20811,6,40750,32,204250
20812,2,37309,23,516394
20813,2,36402,27,420737
20814,5,36646,30,301031
20815,3,34681,25,439181
20816,8,30917,27,349554
20817,8,40745,26,377328
20818,8,37350,21,463751
20819,3,38894,20,553025
20820,2,39425,30,309225
20821,2,33147,33,298478
20822,7,32347,21,509100
20823,2,33950,22,502187
20824,2,32242,25,483930
20825,5,34700,32,263888
20826,3,33735,30,295839
20827,2,39417,24,541197
20828,5,39198,18,633209
20829,6,31287,29,364977
20830,2,33099,32,251960
20831,6,41304,28,404553
20832,3,38187,31,310387
20833,2,33762,32,301650
20834,6,32820,27,334161
20835,2,34606,23,483895
20836,2,33127,21,559936
20837,2,34412,18,617283
20838,3,36145,25,430615
20839,7,36962,26,396568
20840,6,38609,28,396227
20841,8,35414,31,237539
20842,2,32977,27,408380
20843,6,33906,23,519149
20844,6,38946,27,386022
20845,6,36312,31,266686
20846,6,41016,33,238777
20847,2,40411,20,637572
20848,5,31240,24,509695
20849,6,38509,22,487923
20850,2,37055,25,486407
20851,3,33827,31,304156
20852,3,37830,24,506624
20853,7,37555,24,404621
20854,2,37867,22,549182
20855,4,35004,23,501141
20856,2,37270,26,423052
20857,8,41495,28,295062
20858,4,40554,31,342929
20859,3,37816,22,544417
20860,8,41893,25,372771
20861,6,37822,24,486507
20862,2,32005,24,538618
20863,2,40271,21,517487
20864,3,39192,32,318816
20865,2,36501,28,422934
20866,6,37918,29,382637
20867,2,31618,22,511340
20868,2,36608,31,299899
20869,2,33608,19,642405
20870,2,37747,31,316171
20871,2,30702,28,397680
20872,4,38787,24,498052
20873,4,41990,30,330864
20874,2,33523,30,345384
20875,6,37959,25,417002
20876,6,35792,21,503207
20877,8,34800,26,416517
20878,8,37723,19,544621
20879,2,35106,19,674515
20880,4,37079,23,492714
20881,2,38205,33,223829
20882,8,32269,31,320553
20883,7,41491,22,481544
20884,2,36630,21,572056
20885,7,41805,26,362773
20886,8,38741,25,447182
20887,6,39207,19,585514
20888,7,35698,24,411830
20889,2,33485,33,320453
20890,2,31363,19,669370
20891,2,38834,24,541615
20892,7,41955,33,196135
20893,7,41889,26,407432
20894,6,32410,28,353290
20895,4,38753,24,514113
20896,6,38714,22,482169
20897,6,36834,19,636958
20898,7,33655,31,289945
20899,8,41786,19,510799
20900,7,41812,21,572512
20901,7,39605,18,625709
20902,5,34770,18,586064
20903,3,39218,31,360297
20904,2,39379,22,563774
20905,6,39127,33,222856
20906,2,41597,23,572088
20907,6,33123,22,468557
20908,4,37036,30,369748
20909,6,40934,31,233751
20910,6,35904,33,231199
20911,2,38556,20,572859
20912,8,30051,22,521795
20913,2,31838,26,451598
20914,8,40944,28,282512
20915,7,39152,26,367863
20916,3,39846,22,503252
20917,2,30746,19,576013
20918,2,34770,33,296602
20919,7,35519,19,563212
20920,2,38823,18,624742
20921,8,37493,28,372646
20922,2,31345,24,533390
20923,2,39898,31,320291
20924,6,33861,18,650319
20925,3,34119,23,546691
20926,6,33009,23,438805
20927,3,41529,19,557112
20928,7,30476,24,488421
20929,2,33937,33,225660
20930,8,31489,29,285274
20931,2,32440,20,611880
20932,3,40024,23,478422
20933,3,37914,25,437157
20934,6,41579,29,311305
20935,7,30280,25,444945
20936,8,31403,31,310369
20937,7,36240,24,420333
20938,6,39793,18,633714
20939,2,35585,27,381949
20940,2,36393,20,594956
20941,6,31972,19,620695
20942,6,33518,18,576023
20943,2,41716,32,291076
20944,5,41403,33,269977
20945,2,32845,31,283958
20946,4,33813,22,555640
20947,6,35147,33,223167
20948,2,39778,25,449826
20949,2,31569,29,426505
20950,6,35247,29,362115
20951,6,39749,30,334062
20952,4,35323,31,275926
20953,6,35062,20,567082
20954,8,38102,21,547004
20955,2,34700,19,601770
20956,2,41029,31,285618
20957,2,30666,27,473028
20958,5,33530,33,215686
20959,7,35268,31,256572
20960,3,37616,24,526010
20961,7,34307,20,559451
20962,6,33175,24,493555
20963,4,41536,30,300443
20964,7,33041,22,496024
20965,7,34774,23,458544
20966,3,40055,28,367329
20967,2,30309,28,424251
20968,6,31272,23,460444
20969,5,37704,24,464947
20970,2,41829,18,599209
20971,4,37004,20,624337
20972,2,36281,18,702498
20973,3,34980,24,505903
20974,6,38179,19,583051
20975,2,36631,24,489919
20976,6,39377,29,306417
20977,7,41443,29,341802
20978,2,32175,20,584389
20979,5,32400,18,589375
20980,4,34064,22,500820
20981,3,30990,20,595209
20982,6,32914,22,498504
20983,3,39489,33,272618
20984,3,31754,30,329837
20985,2,32371,21,599764
20986,3,41738,20,550485
20987,2,36904,29,347129
20988,6,38105,18,562864
20989,4,32050,25,497268
20990,7,36379,18,629129
20991,7,37548,29,333128
20992,4,38844,18,613472
20993,8,30915,28,380421
20994,3,39445,20,574710
20995,2,32440,24,466296
20996,3,39752,25,452823
20997,2,37884,22,506265
20998,3,36753,18,592754
20999,2,37706,24,532771
21000,2,39105,29,329441
21001,4,33012,31,315592
21002,2,33246,25,511622
21003,5,32263,27,360730
21004,6,30063,24,491774
21005,6,31787,21,491542
21006,2,34301,28,424886
21007,2,41119,29,360582
21008,8,39430,33,156131
21009,7,31459,20,556353
21010,3,34267,26,481785
21011,2,35503,20,613486
21012,4,37976,28,399829
21013,3,33658,26,478354
21014,3,36895,29,329833
21015,2,33970,27,446649
21016,7,37495,27,395327
21017,6,35785,19,617734
21018,3,35484,23,511152
21019,3,33249,21,562245
21020,3,38895,22,541132
21021,7,30588,22,466222
21022,2,33787,33,300871
21023,2,35911,25,464426
21024,2,39257,25,513795
21025,2,39310,25,517749
21026,7,31209,32,292552
21027,2,41722,25,424753
21028,3,40765,29,325511
21029,2,33929,18,614856
21030,8,34950,18,562353
21031,3,32237,32,282040
21032,6,30624,18,668828
21033,3,38541,27,448107
21034,7,38909,22,482250
21035,3,30053,28,351680
21036,4,37801,31,270324
21037,8,32794,33,181717
21038,5,33406,29,374257
21039,2,30049,27,412726
21040,4,33082,31,326957
21041,6,30829,19,609111
21042,8,39580,29,317316
21043,8,32046,26,433694
21044,2,41923,31,294634
21045,7,41226,19,587865
21046,3,37886,23,526581
21047,6,34940,21,578685
21048,7,38638,31,239272
21049,2,40814,29,339741
21050,3,36701,23,464718
21051,3,30833,30,309204
21052,6,41260,25,435134
21053,2,39892,25,428022
21054,6,30957,21,507122
21055,3,33659,28,361247
21056,3,31208,30,392756
21057,2,30148,18,613271
21058,4,35462,19,586357
21059,6,32230,26,399852
21060,3,39513,31,275175
21061,5,30959,32,272877
21062,7,41288,18,636461
21063,2,33115,23,494677
21064,8,35739,28,309145
21065,2,33636,18,638412
21066,3,41316,29,377284
21067,4,34032,20,537798
21068,2,34997,30,358978
21069,6,40442,20,561315
21070,2,38246,29,362161
21071,4,37936,28,324139
21072,3,36284,24,527192
21073,2,40824,33,266504
21074,2,41451,23,571453
21075,3,35327,23,501761
21076,5,32041,28,369734
21077,2,31416,26,438640
21078,5,31906,31,350200
21079,3,38783,23,528816
21080,4,39240,25,468795
21081,2,32424,29,400007
21082,8,30407,33,168525
21083,8,34970,25,393509
21084,3,33787,32,305026
21085,3,37299,23,542035
21086,6,32652,24,493779
21087,2,38468,25,426613
21088,6,41158,32,292265
21089,4,31753,24,451553
21090,2,31665,29,384597
21091,4,30760,28,378743
21092,2,32888,25,463726
21093,5,34894,18,646889
21094,5,30276,19,586068
21095,5,33227,26,388994
21096,5,33104,21,568403
21097,2,34092,31,342104
21098,3,39781,31,347090
21099,4,37606,31,304152
21100,5,34225,29,394449
21101,2,33613,32,253804
21102,6,36955,21,506912
21103,3,32317,26,427321
21104,3,37841,21,586855
21105,2,31070,27,465155
21106,3,33823,26,461828
21107,4,39472,21,497540
21108,5,36081,29,365308
21109,2,36082,25,474003
21110,2,41299,21,569335
21111,2,33524,21,548359
21112,2,35815,25,527778
21113,2,32839,29,394111
21114,3,30117,30,395643
21115,3,40050,18,625178
21116,3,35326,24,478469
21117,6,38341,28,360115
21118,3,34412,21,610795
21119,2,35787,18,685060
21120,3,38760,24,535305
21121,6,37008,21,548207
21122,8,37143,21,566304
21123,3,30844,19,600823
21124,7,33404,22,493194
21125,3,34548,22,560949
21126,3,40408,23,492997
21127,8,39293,20,502211
21128,7,33788,21,532562
21129,2,35757,30,331931
21130,3,31385,31,284177
21131,6,41826,24,449510
21132,5,34039,31,313097
21133,3,39110,24,444097
21134,6,40317,28,397999
21135,8,41289,25,452467
21136,2,36497,24,514390
21137,6,31776,20,511559
21138,2,41374,32,278747
21139,3,38789,22,575979
21140,4,41132,18,573904
21141,2,32037,30,326340
21142,6,32279,20,551937
21143,2,41696,28,346217
21144,6,31751,20,582740
21145,2,36467,21,622357
21146,2,34124,33,305364
21147,6,40873,31,256074
21148,7,40098,30,272879
21149,2,38473,21,523925
21150,6,34713,31,279663
21151,4,31792,29,303612
21152,7,35225,30,275876
21153,3,30022,32,268228
21154,2,33035,30,316765
21155,8,31222,33,195232
21156,6,39951,24,414913
21157,2,41911,31,360530
21158,2,40224,28,350342
21159,6,30962,21,495938
21160,3,32039,19,632842
21161,6,32502,29,311053
21162,6,30311,30,283036
21163,2,31058,29,332006
21164,4,41847,19,622456
21165,6,32615,27,404196
21166,3,34527,25,438414
21167,7,33481,24,489392
21168,8,36455,20,533742
21169,5,38575,28,338611
21170,3,31819,19,621357
21171,6,38923,25,465189
21172,2,41538,19,574142
21173,3,41216,20,621007
21174,2,33187,22,513938
21175,6,37198,19,615362
21176,3,40335,31,345815
21177,2,39483,18,694130
21178,7,32438,28,353696
21179,4,40643,30,340994
21180,2,32673,18,660631
21181,7,33818,30,310292
21182,3,37059,23,524603
21183,6,36628,18,591223
21184,8,36835,24,384559
21185,6,35276,28,365729
21186,8,37602,30,293471
21187,3,41374,29,343645
21188,3,40233,32,296139
21189,5,37407,26,434909
21190,2,38984,32,301658
21191,2,38439,23,563058
21192,5,31216,30,301721
21193,3,32849,26,488653
21194,5,38056,23,482176
21195,8,41527,22,511295
21196,3,39917,27,385492
21197,7,30951,20,595279
21198,2,38208,27,453993
21199,3,32392,26,398646
21200,4,30253,20,598571
21201,3,32147,30,356730
21202,6,40992,32,261421
21203,2,30240,21,582016
21204,5,35648,21,492887
21205,3,40419,32,328579
21206,6,33889,32,206265
21207,8,31893,28,324412
21208,2,40990,27,453978
21209,3,40929,21,511766
21210,5,40820,21,569053
21211,2,36289,29,369627
21212,2,41241,26,427063
21213,2,35983,24,506011
21214,2,32070,20,652078
21215,3,39410,19,613263
21216,2,35632,20,559913
21217,6,41905,26,369825
21218,2,34279,26,475641
21219,2,30158,28,356709
21220,3,33378,27,402630
21221,4,36464,30,381500
21222,2,39724,20,567525
21223,2,36594,24,445669
21224,4,36922,26,426371
21225,8,30881,27,343077
21226,6,30572,31,304185
21227,4,36230,33,209281
21228,3,36732,31,262629
21229,6,38324,28,337389
21230,2,30184,30,378392
21231,4,40212,21,594486
21232,8,35578,30,316917
21233,7,33654,23,478413
21234,3,38647,31,283961
21235,4,31871,31,256520
21236,2,40920,27,373814
21237,2,34402,33,220974
21238,8,33796,24,491843
21239,2,40524,18,646635
21240,7,34596,21,513402
21241,3,38060,27,373566
21242,2,34391,31,345325
21243,7,31050,21,474559
21244,2,32693,27,384134
21245,3,40998,26,383374
21246,7,36131,20,598697
21247,6,40329,23,491128
21248,8,31325,32,276642
21249,6,36144,32,250761
21250,4,34312,18,683770
21251,3,33801,27,437002
21252,6,36304,30,353779
21253,6,37128,25,465065
21254,2,34930,22,501015
21255,2,30063,33,333892
21256,6,35801,29,303353
21257,6,38295,21,570316
21258,3,41829,33,300427
21259,3,31920,31,358791
21260,6,32767,26,446034
21261,2,30010,33,323456
21262,3,40797,32,278144
21263,8,32434,33,174573
21264,5,30649,26,447265
21265,2,41529,28,409763
21266,5,31252,23,526664
21267,4,32752,22,527480
21268,2,36971,27,419088
21269,2,35551,30,330843
21270,5,37182,19,638981
21271,2,39250,22,572924
21272,6,31493,22,484315
21273,6,31856,21,539573
21274,2,33580,29,398624
21275,6,39482,28,379932
21276,6,33094,33,212939
21277,2,31565,27,402351
21278,6,35406,26,385365
21279,3,32316,26,476031
21280,2,41349,27,364692
21281,3,37239,23,481125
21282,6,40521,27,348504
21283,8,32828,21,535870
21284,2,40672,19,585346
21285,6,37376,28,316884
21286,3,37879,21,571538
21287,5,39812,18,578023
21288,8,35517,19,580496
21289,6,30826,25,386387
21290,2,39816,31,280964
21291,8,31364,33,165137
21292,7,35343,29,327086
